Date,Open,High,Low,Close,Adj Close,Volume
2017-10-09,31.850000,32.099998,30.000000,31.650000,31.650000,703200
2017-10-16,31.650000,31.700001,29.450001,30.000000,30.000000,911300
2017-10-23,29.950001,30.000000,27.200001,27.549999,27.549999,858100
2017-10-30,27.450001,28.200001,22.299999,25.230000,25.230000,1530100
2017-11-06,25.250000,27.299999,24.750000,25.850000,25.850000,1387300
2017-11-13,25.750000,26.700001,25.000000,26.549999,26.549999,608600
2017-11-20,26.549999,27.100000,25.799999,26.700001,26.700001,393700
2017-11-27,26.700001,27.250000,26.250000,26.750000,26.750000,605900
2017-12-04,27.049999,27.299999,24.500000,26.900000,26.900000,930300
2017-12-11,26.900000,27.400000,26.200001,27.100000,27.100000,1018400
2017-12-18,27.299999,27.950001,26.500000,26.850000,26.850000,690700
2017-12-25,26.799999,27.500000,26.200001,27.000000,27.000000,698200
2018-01-01,26.950001,27.400000,25.879999,26.600000,26.600000,762500
2018-01-08,26.600000,26.750000,25.000000,25.750000,25.750000,816200
2018-01-15,25.850000,26.000000,24.950001,25.549999,25.549999,516500
2018-01-22,25.500000,25.850000,25.049999,25.400000,25.400000,754000
2018-01-29,25.400000,25.900000,24.250000,24.250000,24.250000,611000
2018-02-05,24.100000,24.510000,23.299999,23.900000,23.900000,1007700
2018-02-12,23.950001,25.500000,22.350000,25.100000,25.100000,703500
2018-02-19,25.049999,26.049999,24.850000,25.100000,25.100000,443500
2018-02-26,25.200001,25.950001,23.549999,24.150000,24.150000,650300
2018-03-05,24.000000,25.700001,23.500000,25.000000,25.000000,928900
2018-03-12,25.000000,25.450001,21.750000,24.450001,24.450001,1932400
2018-03-19,24.500000,27.150000,23.799999,26.299999,26.299999,1473000
2018-03-26,26.750000,26.950001,23.549999,24.400000,24.400000,1077300
2018-04-02,24.250000,25.100000,22.750000,24.650000,24.650000,1248600
2018-04-09,24.750000,26.100000,23.299999,26.049999,26.049999,742700
2018-04-16,26.150000,28.350000,26.000000,26.850000,26.850000,851200
2018-04-23,26.799999,30.250000,26.799999,29.900000,29.900000,989900
2018-04-30,29.950001,35.049999,29.650000,34.450001,34.450001,2342900
2018-05-07,32.700001,35.099998,31.400000,33.349998,33.349998,1619200
2018-05-14,33.299999,36.750000,32.520000,36.099998,36.099998,1128000
2018-05-21,36.150002,36.400002,32.799999,33.549999,33.549999,3103700
2018-05-28,33.549999,34.549999,33.200001,34.349998,34.349998,1228100
2018-06-04,34.450001,35.049999,32.919998,33.549999,33.549999,874800
2018-06-11,33.700001,35.400002,32.799999,35.150002,35.150002,1103200
2018-06-18,35.000000,36.549999,33.549999,34.500000,34.500000,1672100
2018-06-25,34.200001,34.349998,32.000000,33.599998,33.599998,852700
2018-07-02,33.349998,36.450001,33.250000,35.950001,35.950001,681000
2018-07-09,36.099998,36.099998,34.400002,35.849998,35.849998,498000
2018-07-16,35.900002,38.849998,35.349998,38.000000,38.000000,1085200
2018-07-23,38.049999,39.299999,32.200001,32.299999,32.299999,1963100
2018-07-30,32.250000,40.000000,29.600000,37.599998,37.599998,1831000
2018-08-06,36.849998,39.099998,35.000000,36.750000,36.750000,1171300
2018-08-13,36.799999,38.049999,36.099998,36.900002,36.900002,702800
2018-08-20,36.950001,42.500000,36.349998,42.450001,42.450001,1037400
2018-08-27,42.500000,44.380001,41.900002,44.099998,44.099998,917400
2018-09-03,44.049999,44.700001,42.400002,44.049999,44.049999,682700
2018-09-10,44.250000,44.250000,41.349998,42.099998,42.099998,770300
2018-09-17,42.049999,42.049999,39.450001,40.400002,40.400002,1017600
2018-09-24,40.200001,41.849998,39.799999,40.450001,40.450001,793400
2018-10-01,40.700001,41.000000,37.169998,38.529999,38.529999,1105000
2018-10-08,38.250000,38.700001,30.870001,32.220001,32.220001,1634400
2018-10-15,32.130001,34.230000,31.389999,32.299999,32.299999,893300
2018-10-22,32.730000,33.470001,31.150000,32.570000,32.570000,954600
2018-10-29,33.150002,45.880001,32.700001,39.529999,39.529999,2217400
2018-11-05,39.680000,44.320000,38.810001,44.180000,44.180000,1540300
2018-11-12,44.009998,45.750000,42.040001,45.430000,45.430000,1001000
2018-11-19,45.080002,45.160000,42.040001,43.200001,43.200001,837600
2018-11-26,43.840000,51.369999,43.759998,50.099998,50.099998,1446000
2018-12-03,50.570000,54.720001,47.650002,50.630001,50.630001,1435500
2018-12-10,50.450001,55.439999,49.520000,51.299999,51.299999,1530200
2018-12-17,51.150002,53.830002,40.340000,42.270000,42.270000,4442300
2018-12-24,42.029999,46.490002,41.680000,45.740002,45.740002,1056700
2018-12-31,45.910000,48.410000,43.500000,46.130001,46.130001,1461000
2019-01-07,46.119999,50.810001,45.529999,50.360001,50.360001,1736400
2019-01-14,49.990002,54.250000,48.930000,53.950001,53.950001,1815600
2019-01-21,53.459999,54.380001,52.310001,53.880001,53.880001,778900
2019-01-28,53.330002,56.139999,51.840000,54.110001,54.110001,1328900
2019-02-04,54.330002,55.619999,51.529999,52.049999,52.049999,1411200
2019-02-11,52.139999,59.060001,52.070000,58.799999,58.799999,1548300
2019-02-18,58.540001,60.000000,57.080002,60.000000,60.000000,1083800
2019-02-25,60.000000,60.660000,45.619999,46.040001,46.040001,7821400
2019-03-04,46.439999,47.250000,44.320000,46.680000,46.680000,5003600
2019-03-11,46.820000,47.540001,45.000000,46.240002,46.240002,2592700
2019-03-18,46.529999,47.490002,44.959999,45.180000,45.180000,4584600
2019-03-25,45.029999,50.049999,44.450001,49.520000,49.520000,3176700
2019-04-01,49.459999,50.779999,43.669998,44.590000,44.590000,3320000
2019-04-08,44.590000,44.970001,40.880001,41.509998,41.509998,2583400
2019-04-15,41.700001,42.470001,37.910000,38.480000,38.480000,1367600
2019-04-22,38.360001,41.090000,38.360001,40.630001,40.630001,1800900
2019-04-29,40.779999,41.919998,32.020000,34.549999,34.549999,4994600
2019-05-06,34.340000,34.779999,30.950001,32.009998,32.009998,3233600
2019-05-13,31.570000,33.380001,30.070000,31.760000,31.760000,2754500
2019-05-20,31.360001,31.480000,28.110001,29.549999,29.549999,1964700
2019-05-27,29.600000,30.049999,27.930000,28.360001,28.360001,1738600
2019-06-03,28.400000,28.440001,26.389999,26.870001,26.870001,2212900
2019-06-10,27.049999,27.809999,25.590000,26.750000,26.750000,2097200
2019-06-17,26.910000,29.030001,26.639999,26.840000,26.840000,2633500
2019-06-24,27.230000,27.410000,25.020000,27.150000,27.150000,3097300
2019-07-01,27.520000,27.770000,25.240000,25.780001,25.780001,1138100
2019-07-08,25.629999,26.920000,24.740000,25.469999,25.469999,2174900
2019-07-15,25.410000,27.709999,24.540001,26.379999,26.379999,3201200
2019-07-22,26.459999,27.309999,25.680000,26.240000,26.240000,1381200
2019-07-29,26.389999,26.559999,24.020000,25.110001,25.110001,1752600
2019-08-05,24.879999,26.760000,22.820000,26.389999,26.389999,3582000
2019-08-12,26.410000,28.250000,26.020000,26.209999,26.209999,1545700
2019-08-19,26.620001,27.090000,25.440001,25.900000,25.900000,1187400
2019-08-26,26.250000,26.400000,24.889999,26.120001,26.120001,1388200
2019-09-02,26.000000,26.780001,25.280001,25.940001,25.940001,1078800
2019-09-09,25.889999,26.680000,23.440001,26.240000,26.240000,1911700
2019-09-16,25.910000,26.590000,24.190001,24.389999,24.389999,1836500
2019-09-23,24.340000,25.440001,23.500000,23.620001,23.620001,1637800
2019-09-30,23.639999,24.309999,21.600000,23.129999,23.129999,1403800
2019-10-07,23.150000,23.580000,22.480000,23.290001,23.290001,943700
2019-10-10,23.059999,23.575001,23.040001,23.290001,23.290001,212358
