Date,Open,High,Low,Close,Adj Close,Volume
2017-10-09,0.000600,0.000600,0.000600,0.000600,0.000600,0
2017-10-16,0.000600,0.001200,0.000600,0.001200,0.001200,976617
2017-10-23,0.001100,0.001200,0.000500,0.000500,0.000500,1168397
2017-10-30,0.000500,0.000500,0.000500,0.000500,0.000500,1000
2017-11-06,0.000500,0.000500,0.000500,0.000500,0.000500,19100
2017-11-13,0.000500,0.000500,0.000500,0.000500,0.000500,0
2017-11-20,0.000500,0.000500,0.000500,0.000500,0.000500,0
2017-11-27,0.000500,0.000500,0.000500,0.000500,0.000500,48846
2017-12-04,0.000500,0.000660,0.000500,0.000500,0.000500,22500
2017-12-11,0.000660,0.000660,0.000500,0.000500,0.000500,39119
2017-12-18,0.000500,0.000500,0.000500,0.000500,0.000500,13788
2017-12-25,0.000500,0.000580,0.000500,0.000580,0.000580,51000
2018-01-01,0.000580,0.001300,0.000500,0.001300,0.001300,167700
2018-01-08,0.001300,0.001300,0.000500,0.000500,0.000500,5700
2018-01-15,0.000500,0.000500,0.000500,0.000500,0.000500,0
2018-01-22,0.000600,0.001300,0.000600,0.001200,0.001200,1126100
2018-01-29,0.001200,0.001300,0.001200,0.001300,0.001300,718655
2018-02-05,0.001300,0.001300,0.001200,0.001200,0.001200,20000
2018-02-12,0.001050,0.001050,0.001050,0.001050,0.001050,300
2018-02-19,0.001050,0.001050,0.001050,0.001050,0.001050,3650
2018-02-26,0.001050,0.001050,0.001050,0.001050,0.001050,0
2018-03-05,0.001050,0.001050,0.001050,0.001050,0.001050,0
2018-03-12,0.001050,0.001050,0.001000,0.001000,0.001000,10000
2018-03-19,0.001000,0.001000,0.001000,0.001000,0.001000,13000
2018-03-26,0.001000,0.001000,0.001000,0.001000,0.001000,0
2018-04-02,0.000500,0.000500,0.000500,0.000500,0.000500,11000
2018-04-09,0.000500,0.000500,0.000500,0.000500,0.000500,500
2018-04-16,0.000500,0.000500,0.000500,0.000500,0.000500,0
2018-04-23,0.000500,0.000500,0.000500,0.000500,0.000500,0
2018-04-30,0.000500,0.000500,0.000500,0.000500,0.000500,3700
