Date,Open,High,Low,Close,Adj Close,Volume
2017-10-09,0.000300,0.000400,0.000200,0.000400,0.000400,2314000
2017-10-16,0.000400,0.000400,0.000200,0.000300,0.000300,2540100
2017-10-23,0.000300,0.000300,0.000200,0.000300,0.000300,1376079
2017-10-30,0.000300,0.000300,0.000200,0.000300,0.000300,4270331
2017-11-06,0.000300,0.000300,0.000200,0.000200,0.000200,869400
2017-11-13,0.000300,0.000400,0.000200,0.000400,0.000400,2636000
2017-11-20,0.000400,0.000400,0.000200,0.000200,0.000200,2000
2017-11-27,0.000200,0.000290,0.000200,0.000290,0.000290,542083
2017-12-04,0.000300,0.000300,0.000200,0.000200,0.000200,320110
2017-12-11,0.000300,0.000300,0.000200,0.000200,0.000200,1232881
2017-12-18,0.000300,0.000400,0.000200,0.000210,0.000210,4647196
2017-12-25,0.000210,0.000210,0.000200,0.000200,0.000200,647200
2018-01-01,0.000200,0.000300,0.000200,0.000300,0.000300,4756606
2018-01-08,0.000300,0.000400,0.000300,0.000400,0.000400,6329112
2018-01-15,0.000400,0.000400,0.000300,0.000400,0.000400,358524
2018-01-22,0.000400,0.000400,0.000300,0.000300,0.000300,159999
2018-01-29,0.000300,0.000300,0.000300,0.000300,0.000300,2351964
2018-02-05,0.000300,0.000300,0.000300,0.000300,0.000300,81500
2018-02-12,0.000350,0.000700,0.000250,0.000300,0.000300,131678097
2018-02-19,0.000300,0.000300,0.000200,0.000200,0.000200,58855000
2018-02-26,0.000200,0.000300,0.000200,0.000200,0.000200,71640279
2018-03-05,0.000200,0.000450,0.000200,0.000300,0.000300,149896638
2018-03-12,0.000200,0.000200,0.000200,0.000200,0.000200,15785086
2018-03-19,0.000200,0.000300,0.000200,0.000300,0.000300,134245594
2018-03-26,0.000300,0.000300,0.000200,0.000200,0.000200,3007950
2018-04-02,0.000200,0.000200,0.000200,0.000200,0.000200,500000
2018-04-09,0.000200,0.000250,0.000100,0.000100,0.000100,86788506
2018-04-16,0.000100,0.000200,0.000100,0.000200,0.000200,3797826
2018-04-23,0.000100,0.000100,0.000100,0.000100,0.000100,300000
2018-04-30,0.000200,0.000300,0.000100,0.000200,0.000200,40989169
2018-05-07,0.000200,0.000200,0.000200,0.000200,0.000200,0
2018-05-14,0.000200,0.000200,0.000100,0.000100,0.000100,1062500
2018-05-21,0.000100,0.000200,0.000100,0.000200,0.000200,3439333
2018-05-28,0.000200,0.000250,0.000200,0.000200,0.000200,320000
2018-06-04,0.000250,0.000300,0.000200,0.000200,0.000200,1409917
2018-06-11,0.000200,0.000200,0.000200,0.000200,0.000200,4310000
2018-06-18,0.000200,0.000200,0.000200,0.000200,0.000200,0
2018-06-25,0.000200,0.000200,0.000200,0.000200,0.000200,0
2018-07-02,0.000200,0.000300,0.000200,0.000300,0.000300,266800
2018-07-09,0.000200,0.000300,0.000200,0.000300,0.000300,22351318
2018-07-16,0.000400,0.000400,0.000200,0.000400,0.000400,82585202
2018-07-23,0.000300,0.001900,0.000300,0.001900,0.001900,135887543
2018-07-30,0.001900,0.002000,0.001000,0.001700,0.001700,55262393
2018-08-06,0.001600,0.004800,0.001500,0.004000,0.004000,71728819
2018-08-13,0.003750,0.004300,0.002000,0.003700,0.003700,22250847
