Name,Sector,Category,,
MRIN Marin Software Inc,Information Technology,Data Processing Services,,
MJTV Mj Biotech Inc,Information Technology,Data Processing Services,,
MOMT MoneyOnMobile Inc,Information Technology,Data Processing Services,,
NH NantHealth Inc,Information Technology,Data Processing Services,,
NODC Nodechain Inc,Information Technology,Data Processing Services,,
OPRX OPTIMIZERx Corp,Information Technology,Data Processing Services,,
PCYG Park City Group Inc,Information Technology,Data Processing Services,,
PAYX Paychex Inc,Information Technology,Data Processing Services,,
PYPL PayPal Holdings Inc,Information Technology,Data Processing Services,,
PSIX Power Solutions International Inc,Information Technology,Data Processing Services,,
SMVI Social Media Ventures Inc,Information Technology,Data Processing Services,,
SPHM Spotlight Homes Inc,Information Technology,Data Processing Services,,
SYKE Sykes Enterprises Inc,Information Technology,Data Processing Services,,
TRHC Tabula Rasa HealthCare Inc,Information Technology,Data Processing Services,,
TKCM Token Communities Ltd,Information Technology,Data Processing Services,,
TNET TriNet Group Inc,Information Technology,Data Processing Services,,
TYL Tyler Technologies Inc,Information Technology,Data Processing Services,,
UBID Ubid Holdings Inc,Information Technology,Data Processing Services,,
WEX WEX Inc,Information Technology,Data Processing Services,,
WYY WidePoint Corp,Information Technology,Data Processing Services,,
YEXT Yext Inc,Information Technology,Data Processing Services,,
ZEN Zendesk Inc,Information Technology,Data Processing Services,,
EEIG 024 Pharma Inc,Information Technology,Information Technology Services,,
THDS 3Dshopping.Com,Information Technology,Information Technology Services,,
SIXD 6D Global Technologies Inc,Information Technology,Information Technology Services,,
ATEN A10 Networks Inc,Information Technology,Information Technology Services,,
ACFN Acorn Energy Inc,Information Technology,Information Technology Services,,
AIFS Agent Information Software Inc,Information Technology,Information Technology Services,,
AJIA Ajia Innogroup Holdings Ltd,Information Technology,Information Technology Services,,
ALRM Alarm.com Holdings Inc,Information Technology,Information Technology Services,,
MDRX Allscripts Healthcare Solutions Inc,Information Technology,Information Technology Services,,
DOX Amdocs Ltd,Information Technology,Information Technology Services,,
AGIN American Graphite Technologies Inc,Information Technology,Information Technology Services,,
APPF AppFolio Inc,Information Technology,Information Technology Services,,
APHD Appiphany Technologies Holdings Corp,Information Technology,Information Technology Services,,
APDN Applied DNA Sciences Inc,Information Technology,Information Technology Services,,
APCX Apptech Corp,Information Technology,Information Technology Services,,
APTY APT Systems Inc,Information Technology,Information Technology Services,,
ARYC Arrayit Corp,Information Technology,Information Technology Services,,
ATEA Astea International Inc,Information Technology,Information Technology Services,,
AVRI Averox Inc,Information Technology,Information Technology Services,,
AWRE Aware Inc,Information Technology,Information Technology Services,,
AXTG Axis Technologies Group Inc,Information Technology,Information Technology Services,,
AXTC Axtive Corp,Information Technology,Information Technology Services,,
SCDA B-Scada Inc,Information Technology,Information Technology Services,,
BSPR BigSuperSearch.com Inc,Information Technology,Information Technology Services,,
BKYI BIO-Key International Inc,Information Technology,Information Technology Services,,
BRTI Blackridge Technology International Inc,Information Technology,Information Technology Services,,
BKLIF BlockMint Technologies Inc,Information Technology,Information Technology Services,,
WIFI Boingo Wireless Inc,Information Technology,Information Technology Services,,
BOX Box Inc,Information Technology,Information Technology Services,,
BRNW Brainybrawn Inc,Information Technology,Information Technology Services,,
BLIN Bridgeline Digital Inc,Information Technology,Information Technology Services,,
BTSR Brightstar Information Technology Group Inc,Information Technology,Information Technology Services,,
BTCS BTCS Inc,Information Technology,Information Technology Services,,
CACI CACI International Inc,Information Technology,Information Technology Services,,
CARB Carbonite Inc,Information Technology,Information Technology Services,,
CDIX Cardiff Lexington Corp,Information Technology,Information Technology Services,,
CBDL Cbd Life Sciences Inc,Information Technology,Information Technology Services,,
CDW CDW Corp,Information Technology,Information Technology Services,,
CLTY Celerity Solutions Inc,Information Technology,Information Technology Services,,
CGSO Centergistic Solutions Inc,Information Technology,Information Technology Services,,
CERN Cerner Corp,Information Technology,Information Technology Services,,
CICN Cicero Inc,Information Technology,Information Technology Services,,
CLRI Cleartronic Inc,Information Technology,Information Technology Services,,
CLWD Cloudcommerce Inc,Information Technology,Information Technology Services,,
NET Cloudflare Inc,Information Technology,Information Technology Services,,
CDWD Cloudward Inc,Information Technology,Information Technology Services,,
CBRI CMTSU Liquidation Inc,Information Technology,Information Technology Services,,
CDRBQ Code Rebel Corp,Information Technology,Information Technology Services,,
CTSH Cognizant Technology Solutions Corp,Information Technology,Information Technology Services,,
CLXS Collexis Holdings Inc,Information Technology,Information Technology Services,,
CPSI Computer Programs and Systems Inc,Information Technology,Information Technology Services,,
CTG Computer Task Group Inc,Information Technology,Information Technology Services,,
CREX Creative Realities Inc,Information Technology,Information Technology Services,,
CKYS Cyberkey Solutions Inc,Information Technology,Information Technology Services,,
CYRP CYBRA Corp,Information Technology,Information Technology Services,,
CTEK CynergisTek Inc,Information Technology,Information Technology Services,,
DTEV Data Evolution Holdings Inc,Information Technology,Information Technology Services,,
DTST Data Storage Corp,Information Technology,Information Technology Services,,
DECN Decision Diagnostics Corp,Information Technology,Information Technology Services,,
DPFD Deep Field Technologies Inc,Information Technology,Information Technology Services,,
DMRC Digimarc Corp,Information Technology,Information Technology Services,,
DLOC Digital Locations Inc,Information Technology,Information Technology Services,,
DIGI Digitiliti Inc,Information Technology,Information Technology Services,,
DRNE Drone Aviation Holding Corp,Information Technology,Information Technology Services,,
DUOT Duos Technologies Group Inc,Information Technology,Information Technology Services,,
EMRH Emerging Holdings Inc,Information Technology,Information Technology Services,,
ETEC Emtec Inc,Information Technology,Information Technology Services,,
EIGI Endurance International Group Holdings Inc,Information Technology,Information Technology Services,,
ENHT enherent Corp,Information Technology,Information Technology Services,,
EPAM EPAM Systems Inc,Information Technology,Information Technology Services,,
EPAZ Auto Dataflow Inc,Information Technology,Information Technology Services,,
EVOL Evolving Systems Inc,Information Technology,Information Technology Services,,
FSLY Fastly Inc,Information Technology,Information Technology Services,,
FBEC FBEC Worldwide Inc,Information Technology,Information Technology Services,,
FEYE FireEye Inc,Information Technology,Information Technology Services,,
FIVN Five9 Inc,Information Technology,Information Technology Services,,
FRXX Forecross Corp,Information Technology,Information Technology Services,,
FSCT ForeScout Technologies Inc,Information Technology,Information Technology Services,,
FDBH Founders Bay Holdings,Information Technology,Information Technology Services,,
FDBL Friendable Inc,Information Technology,Information Technology Services,,
FTNW FTE Networks Inc,Information Technology,Information Technology Services,,
GSPH Geospatial Corp,Information Technology,Information Technology Services,,
GFGU GetFugu Inc,Information Technology,Information Technology Services,,
GDSI Global Digital Solutions Inc,Information Technology,Information Technology Services,,
GSNC Global Escience Corp,Information Technology,Information Technology Services,,
GOPG Go-Page Corp,Information Technology,Information Technology Services,,
GRCU Green Cures & Botanical Distribution Inc,Information Technology,Information Technology Services,,
GGBL Guar Global Ltd,Information Technology,Information Technology Services,,
GWRE Guidewire Software Inc,Information Technology,Information Technology Services,,
HDVW HD View 360 Inc,Information Technology,Information Technology Services,,
HMNY Helios and Matheson Analytics Inc,Information Technology,Information Technology Services,,
HUBS HubSpot Inc,Information Technology,Information Technology Services,,
CWRK Currencyworks Inc,Information Technology,Information Technology Services,,
IDEX Ideanomics Inc,Information Technology,Information Technology Services,,
INIX iFinix Corp,Information Technology,Information Technology Services,,
IJJP IJJ Corp,Information Technology,Information Technology Services,,
IMCI Infinite Group Inc,Information Technology,Information Technology Services,,
IAIC Information Analysis Inc,Information Technology,Information Technology Services,,
IFXY Infrax Systems Inc,Information Technology,Information Technology Services,,
INPX Inpixon,Information Technology,Information Technology Services,,
ONCP 141 Capital Inc,Information Technology,Internet Software/Services,,
FTPM 420 Property Management Inc,Information Technology,Internet Software/Services,,
AHFI Absolute Health and Fitness Inc,Information Technology,Internet Software/Services,,
ADTM Adaptive Medias Inc,Information Technology,Internet Software/Services,,
ACRT Advanced Credit Technologies Inc,Information Technology,Internet Software/Services,,
AVGG Advanced Technologies Group Ltd,Information Technology,Internet Software/Services,,
ADVC Advant-e Corp,Information Technology,Internet Software/Services,,
AFFU Affluence Corp,Information Technology,Internet Software/Services,,
AGTK Agritek Holdings Inc,Information Technology,Internet Software/Services,,
AKAM Akamai Technologies Inc,Information Technology,Internet Software/Services,,
ADGL AllDigital Holdings Inc,Information Technology,Internet Software/Services,,
ANAV Alpha Network Alliance Ventures Inc,Information Technology,Internet Software/Services,,
GOOG Alphabet Inc,Information Technology,Internet Software/Services,,
GOOGL Alphabet Inc,Information Technology,Internet Software/Services,,
ALYI Alternet Systems Inc,Information Technology,Internet Software/Services,,
ANGI ANGI Homeservices Inc,Information Technology,Internet Software/Services,,
AWEB Areti Web Innovations Inc,Information Technology,Internet Software/Services,,
AABB Asia Broadband Inc,Information Technology,Internet Software/Services,,
ATIW ATI Networks Inc,Information Technology,Internet Software/Services,,
AEYE AudioEye Inc,Information Technology,Internet Software/Services,,
BYOC Beyond Commerce Inc,Information Technology,Internet Software/Services,,
BSGC BigString Corp,Information Technology,Internet Software/Services,,
BTGN Inolife Technologies Inc,Information Technology,Internet Software/Services,,
BHLD Blockhold Capital Corp,Information Technology,Internet Software/Services,,
BCOR Blucora Inc,Information Technology,Internet Software/Services,,
BLSP Blue Sphere Corp,Information Technology,Internet Software/Services,,
BWMY BorrowMoney.com Inc,Information Technology,Internet Software/Services,,
BOXS Boxscore Brands Inc,Information Technology,Internet Software/Services,,
BMTM Bright Mountain Media Inc,Information Technology,Internet Software/Services,,
BCOV Brightcove Inc,Information Technology,Internet Software/Services,,
BTLN Brightlane Corp,Information Technology,Internet Software/Services,,
BVSN BroadVision Inc,Information Technology,Internet Software/Services,,
BWBA BroadWebAsia Inc,Information Technology,Internet Software/Services,,
BRCH Flint Telecom Group Inc,Information Technology,Internet Software/Services,,
CAPC Capstone Companies Inc,Information Technology,Internet Software/Services,,
CDLX Cardlytics Inc,Information Technology,Internet Software/Services,,
CRCM Care.com Inc,Information Technology,Internet Software/Services,,
CARG CarGurus Inc,Information Technology,Internet Software/Services,,
CARS Cars.com Inc,Information Technology,Internet Software/Services,,
CAVR CAVU Resources Inc,Information Technology,Internet Software/Services,,
CHAA ChatAnd Inc,Information Technology,Internet Software/Services,,
CRQE Cirque Energy Inc,Information Technology,Internet Software/Services,,
CWTC World Nation Live Entertainment Inc,Information Technology,Internet Software/Services,,
CMEY cMoney Inc,Information Technology,Internet Software/Services,,
CGUD Com-Guard.Com Inc,Information Technology,Internet Software/Services,,
CMFV Comf5 International Inc,Information Technology,Internet Software/Services,,
CNCG Concierge Technologies Inc,Information Technology,Internet Software/Services,,
CSGP CoStar Group Inc,Information Technology,Internet Software/Services,,
CXDO Crexendo Inc,Information Technology,Internet Software/Services,,
CRWG Crowdgather Inc,Information Technology,Internet Software/Services,,
CUEN Cuentas Inc,Information Technology,Internet Software/Services,,
CYIO CYIOS Corp,Information Technology,Internet Software/Services,,
CYNK CYNK Technology Corp,Information Technology,Internet Software/Services,,
DLGI DataLogic International Inc,Information Technology,Internet Software/Services,,
DRSV Debt Resolve Inc,Information Technology,Internet Software/Services,,
DPSIP DecisionPoint Systems Inc,Information Technology,Internet Software/Services,,
DPSI DecisionPoint Systems Inc,Information Technology,Internet Software/Services,,
DHX DHI Group Inc,Information Technology,Internet Software/Services,,
APPS Digital Turbine Inc,Information Technology,Internet Software/Services,,
DGIV Digitcom Interactive Video Network,Information Technology,Internet Software/Services,,
ECUI Ecuity Inc,Information Technology,Internet Software/Services,,
EFLN Efuel EFN Corp,Information Technology,Internet Software/Services,,
EGAN eGain Corp,Information Technology,Internet Software/Services,,
ELCO Elcom International Inc,Information Technology,Internet Software/Services,,
ENTI Encounter Technologies Inc,Information Technology,Internet Software/Services,,
NRGT Energy Today Inc,Information Technology,Internet Software/Services,,
EXNT EnXnet Inc,Information Technology,Internet Software/Services,,
EAWD Energy & Water Development Corp,Information Technology,Internet Software/Services,,
EVER EverQuote Inc,Information Technology,Internet Software/Services,,
FUEG Face Up Entertainment Group Inc,Information Technology,Internet Software/Services,,
FB Facebook Inc,Information Technology,Internet Software/Services,,
FVSTA Far Vista Petroleum Corp,Information Technology,Internet Software/Services,,
FDIT Findit Inc,Information Technology,Internet Software/Services,,
FZRO Flashzero Corp,Information Technology,Internet Software/Services,,
FLKM FlikMedia Inc,Information Technology,Internet Software/Services,,
GCLT GainClients Inc,Information Technology,Internet Software/Services,,
GASE Gase Energy Inc,Information Technology,Internet Software/Services,,
GAWK Gawk Inc,Information Technology,Internet Software/Services,,
GTCH GBT Technologies Inc,Information Technology,Internet Software/Services,,
GNZR Generation Zero Group Inc,Information Technology,Internet Software/Services,,
GEGI Genesis Electronics Group Inc,Information Technology,Internet Software/Services,,
GIFX Gifa Inc,Information Technology,Internet Software/Services,,
GTGP Global Technologies Group Inc,Information Technology,Internet Software/Services,,
GLUU Glu Mobile Inc,Information Technology,Internet Software/Services,,
GDDY GoDaddy Inc,Information Technology,Internet Software/Services,,
GOFF Goff Corp,Information Technology,Internet Software/Services,,
GRTD Gratitude Health Inc,Information Technology,Internet Software/Services,,
GECCL Great Elm Capital Corp,Information Technology,Internet Software/Services,,
GEC Great Elm Capital Group Inc,Information Technology,Internet Software/Services,,
HALB Tykhe Corp,Information Technology,Internet Software/Services,,
HFUS Hartford Great Health Corp,Information Technology,Internet Software/Services,,
HTSC Here To Serve Holding Corp,Information Technology,Internet Software/Services,,
HIHI Holiday Island Holdings Inc,Information Technology,Internet Software/Services,,
HPTO hopTo Inc,Information Technology,Internet Software/Services,,
HITD Houston Interweb Design Inc,Information Technology,Internet Software/Services,,
IAC IAC/InterActiveCorp,Information Technology,Internet Software/Services,,
ICNM Icon Media Holdings Inc,Information Technology,Internet Software/Services,,
ICCT Icoreconnect Inc,Information Technology,Internet Software/Services,,
IFXC IFX Corp,Information Technology,Internet Software/Services,,
IMTV Imagine All The People Inc,Information Technology,Internet Software/Services,,
ISOL 1mage Software Inc,Information Technology,Packaged Services,,
TWOU 2U Inc,Information Technology,Packaged Services,,
EGHT 8x8 Inc,Information Technology,Packaged Services,,
ABZT Ablaze Technologies Inc,Information Technology,Packaged Services,,
ACIW ACI Worldwide Inc,Information Technology,Packaged Services,,
ADIA Adia Nutrition Inc,Information Technology,Packaged Services,,
ADBE Adobe Inc,Information Technology,Packaged Services,,
AVOI Advanced Voice Recognition Systems Inc,Information Technology,Packaged Services,,
AGYS Agilysys Inc,Information Technology,Packaged Services,,
ALTR Altair Engineering Inc,Information Technology,Packaged Services,,
AYX Alteryx Inc,Information Technology,Packaged Services,,
AHIX ALUF Holdings Inc,Information Technology,Packaged Services,,
AASL America's Suppliers Inc,Information Technology,Packaged Services,,
AMSWA American Software Inc,Information Technology,Packaged Services,,
AMWK Ameristar Network Inc,Information Technology,Packaged Services,,
PLAN Anaplan Inc,Information Technology,Packaged Services,,
ANSS ANSYS Inc,Information Technology,Packaged Services,,
APPN Appian Corp,Information Technology,Packaged Services,,
APVS Applied Visual Sciences Inc,Information Technology,Packaged Services,,
ALDS APPlife Digital Solutions Inc,Information Technology,Packaged Services,,
APQT Appliqate Inc,Information Technology,Packaged Services,,
ASFT AppSoft Technologies Inc,Information Technology,Packaged Services,,
APYP AppYea Inc,Information Technology,Packaged Services,,
ARGW Vid3g Inc,Information Technology,Packaged Services,,
AZPN Aspen Technology Inc,Information Technology,Packaged Services,,
ASUR Asure Software Inc,Information Technology,Packaged Services,,
ATIG Atlantis Internet Group Corp,Information Technology,Packaged Services,,
ATYG Atlas Technology Group Inc,Information Technology,Packaged Services,,
ADSK Autodesk Inc,Information Technology,Packaged Services,,
AVLR Avalara Inc,Information Technology,Packaged Services,,
BNFT Benefitfocus Inc,Information Technology,Packaged Services,,
XAIR Beyond Air Inc,Information Technology,Packaged Services,,
BTCY Biotricity Inc,Information Technology,Packaged Services,,
BLGI Black Cactus Global Inc,Information Technology,Packaged Services,,
BKI Black Knight Inc,Information Technology,Packaged Services,,
BLKB Blackbaud Inc,Information Technology,Packaged Services,,
BLBX Blackboxstocks Inc,Information Technology,Packaged Services,,
BL Blackline Inc,Information Technology,Packaged Services,,
EPAY Bottomline Technologies (DE) Inc,Information Technology,Packaged Services,,
BVTK Bravatek Solutions Inc,Information Technology,Packaged Services,,
BSQR Bsquare Corp,Information Technology,Packaged Services,,
CRGP Calissio Resources Group Inc,Information Technology,Packaged Services,,
LGBI Cannabiz Mobile Inc,Information Technology,Packaged Services,,
MJTK CannaSys Inc,Information Technology,Packaged Services,,
CESF CE Software Inc,Information Technology,Packaged Services,,
CTVEF Certive Solutions Inc,Information Technology,Packaged Services,,
CHNG Change Healthcare Inc,Information Technology,Packaged Services,,
CHNGU Change Healthcare Inc,Information Technology,Packaged Services,,
ECOM ChannelAdvisor Corp,Information Technology,Packaged Services,,
CLOK Cipherloc Corp,Information Technology,Packaged Services,,
CISN Cision Ltd,Information Technology,Packaged Services,,
CTXS Citrix Systems Inc,Information Technology,Packaged Services,,
CLPE Clear Peak Energy Inc,Information Technology,Packaged Services,,
CSYS 123CSS Corp,Information Technology,Packaged Services,,
CLCI Clic Technology Inc,Information Technology,Packaged Services,,
CLDR Cloudera Inc,Information Technology,Packaged Services,,
CVLT Commvault Systems Inc,Information Technology,Packaged Services,,
CVSY Convergence Systems Inc,Information Technology,Packaged Services,,
CSOD Cornerstone OnDemand Inc,Information Technology,Packaged Services,,
COUP Coupa Software Inc,Information Technology,Packaged Services,,
CVET Covetrus Inc,Information Technology,Packaged Services,,
CRWD Crowdstrike Holdings Inc,Information Technology,Packaged Services,,
CHCX CHCX Resources Inc,Information Technology,Packaged Services,,
CIVX CTR Investments and Consulting Inc,Information Technology,Packaged Services,,
CYPJ Cyber Operations Inc,Information Technology,Packaged Services,,
CYPR Cypro International Inc,Information Technology,Packaged Services,,
DTRK DATATRAK International Inc,Information Technology,Packaged Services,,
DEMO Democrasoft Inc,Information Technology,Packaged Services,,
DGLT Digiliti Money Group Inc,Information Technology,Packaged Services,,
DLDG DLD Group Inc,Information Technology,Packaged Services,,
DOCU DocuSign Inc,Information Technology,Packaged Services,,
DOMO Domo Inc,Information Technology,Packaged Services,,
DVAR Dovarri Inc,Information Technology,Packaged Services,,
DRNG Drone Guarder Inc,Information Technology,Packaged Services,,
DUUO Duo World Inc,Information Technology,Packaged Services,,
DT Dynatrace Inc,Information Technology,Packaged Services,,
EDTA E-Data Corp,Information Technology,Packaged Services,,
EFFI Nexteligent Holdings Inc,Information Technology,Packaged Services,,
EFOT Efotoxpress Inc,Information Technology,Packaged Services,,
ESTC Elastic NV,Information Technology,Packaged Services,,
EINF Enterprise Informatics Inc,Information Technology,Packaged Services,,
EB Eventbrite Inc,Information Technology,Packaged Services,,
EVBG Everbridge Inc,Information Technology,Packaged Services,,
EXBX Exobox Technologies Corp,Information Technology,Packaged Services,,
AXXA Exxe Group Inc,Information Technology,Packaged Services,,
FICO Fair Isaac Corp,Information Technology,Packaged Services,,
FFZY Fansfrenzy Corp,Information Technology,Packaged Services,,
FNJN Finjan Holdings Inc,Information Technology,Packaged Services,,
FLXI Flexiinternational Software Inc,Information Technology,Packaged Services,,
FCGY Forecastagility Corp,Information Technology,Packaged Services,,
FRLI Frelii Inc,Information Technology,Packaged Services,,
GTEH Gentech Holdings Inc,Information Technology,Packaged Services,,
GLPT Global Profit Technologies Inc,Information Technology,Packaged Services,,
GSB GlobalSCAPE Inc,Information Technology,Packaged Services,,
GRCK Grey Cloak Tech Inc,Information Technology,Packaged Services,,
GSTN Greystone Digital Technology Inc,Information Technology,Packaged Services,,
GVP GSE Systems Inc,Information Technology,Packaged Services,,
GTYH Gty Technology Holdings Inc,Information Technology,Packaged Services,,
HAON Halitron Inc,Information Technology,Packaged Services,,
HLAB Hash Labs Inc,Information Technology,Packaged Services,,
FFNTF 4Front Ventures Corp,Real Estate,Real Estate Development,,
AVLS Advanced Lighting Solutions Inc,Real Estate,Real Estate Development,,
AOXY Advanced Oxygen Technologies Inc,Real Estate,Real Estate Development,,
AWRY Allegheny and Western Railway Co,Real Estate,Real Estate Development,,
ABCP AmBase Corp,Real Estate,Real Estate Development,,
AFCL Amcor Financial Corp,Real Estate,Real Estate Development,,
AMRA American Racing Capital Inc,Real Estate,Real Estate Development,,
ARL American Realty Investors Inc,Real Estate,Real Estate Development,,
AXR AMREP Corp,Real Estate,Real Estate Development,,
ASPZ Asia Properties Inc,Real Estate,Real Estate Development,,
AVOA Avoca LLC,Real Estate,Real Estate Development,,
BFHJ Beneficial Holdings Inc,Real Estate,Real Estate Development,,
BKSH Berkshire Homes Inc,Real Estate,Real Estate Development,,
BHPA BHPA Inc,Real Estate,Real Estate Development,,
BPCP Bishop Capital Corp,Real Estate,Real Estate Development,,
BRRE Blue Ridge Real Estate Co,Real Estate,Real Estate Development,,
BRER Bresler and Reiner Inc,Real Estate,Real Estate Development,,
COWPP Canal Capital Corp,Real Estate,Real Estate Development,,
COWP Canal Capital Corp,Real Estate,Real Estate Development,,
CPTP Capital Properties Inc,Real Estate,Real Estate Development,,
CRBO Carbon Energy Corp,Real Estate,Real Estate Development,,
CDIV Cascadia Investments Inc,Real Estate,Real Estate Development,,
CBRE CBRE Group Inc,Real Estate,Real Estate Development,,
CESX CES Synergies Inc,Real Estate,Real Estate Development,,
CEXE Circle Entertainment Inc,Real Estate,Real Estate Development,,
CKX CKX Lands Inc,Real Estate,Real Estate Development,,
CTO Consolidated-Tomoka Land Co,Real Estate,Real Estate Development,,
COSM Cosmos Holdings Inc,Real Estate,Real Estate Development,,
DTRO DelTron Inc,Real Estate,Real Estate Development,,
DPWW Diego Pellicer Worldwide Inc,Real Estate,Real Estate Development,,
DREM Dream Homes & Development Corp,Real Estate,Real Estate Development,,
EACO EACO Corp,Real Estate,Real Estate Development,,
EPRT Essential Properties Realty Trust Inc,Real Estate,Real Estate Development,,
EVLI Everlert Inc,Real Estate,Real Estate Development,,
XXFPL FFP Partners LP,Real Estate,Real Estate Development,,
FNGR FingerMotion Inc,Real Estate,Real Estate Development,,
FHRT First Hartford Corp,Real Estate,Real Estate Development,,
FPH Five Point Holdings LLC,Real Estate,Real Estate Development,,
FPCO Florida Partners Corp,Real Estate,Real Estate Development,,
FOR Forestar Group Inc,Real Estate,Real Estate Development,,
FGNV Forge Innovation Development Corp,Real Estate,Real Estate Development,,
FRPH FRP Holdings Inc,Real Estate,Real Estate Development,,
GCCO Garden City Co,Real Estate,Real Estate Development,,
VINO Gaucho Group Holdings Inc,Real Estate,Real Estate Development,,
GLCO Global Links Corp,Real Estate,Real Estate Development,,
GDVTZ Gould Investors LP,Real Estate,Real Estate Development,,
GRIF Griffin Industrial Realty Inc,Real Estate,Real Estate Development,,
GYRO Gyrodyne LLC,Real Estate,Real Estate Development,,
HGV Hilton Grand Vacations Inc,Real Estate,Real Estate Development,,
HOOB Holobeam Inc,Real Estate,Real Estate Development,,
HMTF Home Treasure Finders Inc,Real Estate,Real Estate Development,,
GORL Gordon I Realty,Real Estate,Real Estate Development,,
IGDC Indigenous Global Development Corp,Real Estate,Real Estate Development,,
INTG InterGroup Corp,Real Estate,Real Estate Development,,
ILAL International Land Alliance Inc,Real Estate,Real Estate Development,,
MAYS J.W. Mays Inc,Real Estate,Real Estate Development,,
JRIV James River Holdings Corp,Real Estate,Real Estate Development,,
"JCAP,B Jernigan Capital Inc",Real Estate,Real Estate Development,,
JCAP Jernigan Capital Inc,Real Estate,Real Estate Development,,
JLL Jones Lang LaSalle Inc,Real Estate,Real Estate Development,,
JUDO Judo Capital Corp,Real Estate,Real Estate Development,,
KANP Kaanapali Land LLC,Real Estate,Real Estate Development,,
KW Kennedy-Wilson Holdings Inc,Real Estate,Real Estate Development,,
LMRKP Landmark Infrastructure Partners LP,Real Estate,Real Estate Development,,
LMRKO Landmark Infrastructure Partners LP,Real Estate,Real Estate Development,,
LMRK Landmark Infrastructure Partners LP,Real Estate,Real Estate Development,,
LMRKN Landmark Infrastructure Partners LP,Real Estate,Real Estate Development,,
LLND Landmark Land Co Inc,Real Estate,Real Estate Development,,
LIHC Liberty International Holding Corp,Real Estate,Real Estate Development,,
LIGA LIG Assets Inc,Real Estate,Real Estate Development,,
MMI Marcus & Millichap Inc,Real Estate,Real Estate Development,,
MLP Maui Land & Pineapple Company Inc,Real Estate,Real Estate Development,,
MAMP Medamerica Properties Inc,Real Estate,Real Estate Development,,
MNPP Merchants' National Properties Inc,Real Estate,Real Estate Development,,
MTPP Mountaintop Properties Inc,Real Estate,Real Estate Development,,
MPVR MP Ventures Inc,Real Estate,Real Estate Development,,
NEN New England Realty Associates LP,Real Estate,Real Estate Development,,
NMRK Newmark Group Inc,Real Estate,Real Estate Development,,
NXCR Nexcore Healthcare Capital Corp,Real Estate,Real Estate Development,,
NOVC Novation Companies Inc,Real Estate,Real Estate Development,,
NUGL NUGL Inc,Real Estate,Real Estate Development,,
NYOM NYC On The Move Inc,Real Estate,Real Estate Development,,
OMAG Omagine Inc,Real Estate,Real Estate Development,,
OMVE Omni Ventures Inc,Real Estate,Real Estate Development,,
PICO Pico Holdings Inc,Real Estate,Real Estate Development,,
PRRE Praetorian Property Inc,Real Estate,Real Estate Development,,
RFL Rafael Holdings Inc,Real Estate,Real Estate Development,,
RMAX Re/Max Holdings Inc,Real Estate,Real Estate Development,,
RDIB Reading International Inc,Real Estate,Real Estate Development,,
RDI Reading International Inc,Real Estate,Real Estate Development,,
RLGY Realogy Holdings Corp,Real Estate,Real Estate Development,,
RDCO Redefy Corp,Real Estate,Real Estate Development,,
RDFN Redfin Corp,Real Estate,Real Estate Development,,
RNTL Rockwood National Corp,Real Estate,Real Estate Development,,
RMTN Rocky Mountain Ayre Inc,Real Estate,Real Estate Development,,
SDAD SH Resources and Development Corp,Real Estate,Real Estate Development,,
SLIF SeaLife Corp,Real Estate,Real Estate Development,,
SKRV SK Realty Ventures Inc,Real Estate,Real Estate Development,,
SSCR SMSA Crane Acquisition Corp,Real Estate,Real Estate Development,,
SODE Social Detention Inc,Real Estate,Real Estate Development,,
AKR Acadia Realty Trust,Real Estate,Real Estate Investment Trust,,
MITT AG Mortgage Investment Trust Inc,Real Estate,Real Estate Investment Trust,,
"MITT,A AG Mortgage Investment Trust Inc",Real Estate,Real Estate Investment Trust,,
"MITT,B AG Mortgage Investment Trust Inc",Real Estate,Real Estate Investment Trust,,
"MITT,C AG Mortgage Investment Trust Inc",Real Estate,Real Estate Investment Trust,,
AGNC AGNC Investment Corp,Real Estate,Real Estate Investment Trust,,
AGNCN AGNC Investment Corp,Real Estate,Real Estate Investment Trust,,
AGNCO AGNC Investment Corp,Real Estate,Real Estate Investment Trust,,
AGNCB AGNC Investment Corp,Real Estate,Real Estate Investment Trust,,
AGNCM AGNC Investment Corp,Real Estate,Real Estate Investment Trust,,
ADC Agree Realty Corp,Real Estate,Real Estate Investment Trust,,
ALEX Alexander & Baldwin Inc,Real Estate,Real Estate Investment Trust,,
ALX Alexander's Inc,Real Estate,Real Estate Investment Trust,,
ARE Alexandria Real Estate Equities Inc,Real Estate,Real Estate Investment Trust,,
AAT American Assets Trust Inc,Real Estate,Real Estate Investment Trust,,
ACC American Campus Communities Inc,Real Estate,Real Estate Investment Trust,,
ACMC American Church Mortgage Co,Real Estate,Real Estate Investment Trust,,
AFINP American Finance Trust Inc,Real Estate,Real Estate Investment Trust,,
AFIN American Finance Trust Inc,Real Estate,Real Estate Investment Trust,,
"AMH,H American Homes 4 Rent",Real Estate,Real Estate Investment Trust,,
"AMH,F American Homes 4 Rent",Real Estate,Real Estate Investment Trust,,
"AMH,G American Homes 4 Rent",Real Estate,Real Estate Investment Trust,,
"AMH,E American Homes 4 Rent",Real Estate,Real Estate Investment Trust,,
"AMH,D American Homes 4 Rent",Real Estate,Real Estate Investment Trust,,
AMH American Homes 4 Rent,Real Estate,Real Estate Investment Trust,,
AQQSQ American Spectrum Realty Inc,Real Estate,Real Estate Investment Trust,,
