Date,Open,High,Low,Close,Adj Close,Volume
2017-10-09,81.550003,84.089996,81.400002,83.080002,77.371613,5696000
2017-10-16,83.019997,85.080002,82.279999,84.860001,79.029305,6936900
2017-10-23,84.870003,86.330002,84.239998,85.919998,80.016479,7678700
2017-10-30,85.800003,87.580002,85.269997,87.040001,81.059517,7513800
2017-11-06,87.099998,88.080002,86.120003,87.190002,81.199219,7372300
2017-11-13,87.440002,89.580002,86.220001,86.529999,80.584564,10161100
2017-11-20,86.660004,87.250000,85.860001,86.900002,81.566452,7196500
2017-11-27,87.000000,89.570000,86.820000,88.820000,83.368614,8392900
2017-12-04,88.680000,89.260002,87.300003,88.919998,83.462463,7346400
2017-12-11,88.779999,89.699997,86.930000,88.239998,82.824203,10954000
2017-12-18,88.209999,88.269997,84.349998,84.750000,79.548409,7279800
2017-12-25,84.769997,85.449997,84.180000,84.949997,79.736137,3606900
2018-01-01,84.750000,84.940002,81.029999,81.739998,76.723152,7920900
2018-01-08,81.870003,82.910004,79.180000,79.489998,74.611252,8435500
2018-01-15,79.660004,79.860001,77.769997,78.269997,73.466133,9777600
2018-01-22,78.580002,80.610001,78.370003,80.400002,75.465385,12168700
2018-01-29,79.290001,80.650002,77.889999,77.959999,73.175148,14466500
2018-02-05,77.879997,78.720001,74.570000,76.889999,72.170815,14674100
2018-02-12,77.019997,77.980003,75.660004,77.769997,72.996803,13042400
2018-02-19,77.570000,77.930000,75.459999,77.629997,73.544785,8046000
2018-02-26,77.690002,78.040001,73.730003,74.349998,70.437401,10341600
2018-03-05,74.250000,76.339996,73.980003,75.239998,71.280563,10063200
2018-03-12,75.300003,77.580002,75.180000,77.449997,73.374260,10913000
2018-03-19,77.449997,78.220001,75.410004,75.580002,71.602676,8827300
2018-03-26,75.750000,78.400002,75.620003,77.940002,73.838478,7292500
2018-04-02,78.169998,79.389999,76.669998,78.559998,74.425850,9925200
2018-04-09,78.690002,79.120003,76.070000,76.690002,72.654259,8859900
2018-04-16,77.050003,79.190002,76.949997,77.599998,73.516373,7443400
2018-04-23,77.820000,80.779999,77.400002,80.430000,76.197441,6967600
2018-04-30,80.699997,80.820000,78.010002,79.250000,75.079536,7590500
2018-05-07,79.180000,79.389999,74.879997,76.830002,72.786888,9589800
2018-05-14,77.040001,77.180000,73.349998,73.970001,70.077385,8443600
2018-05-21,74.110001,76.389999,73.379997,75.910004,72.592636,7711300
2018-05-28,75.849998,76.989998,75.220001,75.540001,72.238800,8676900
2018-06-04,75.809998,76.059998,72.010002,72.750000,69.570732,9334300
2018-06-11,72.809998,73.779999,71.120003,73.730003,70.507912,12326500
2018-06-18,73.750000,75.980003,73.410004,75.760002,72.449188,10772800
2018-06-25,76.000000,78.910004,75.970001,77.980003,74.572166,8313200
2018-07-02,77.989998,79.570000,77.550003,79.500000,76.025734,5609400
2018-07-09,79.500000,79.660004,75.930000,79.459999,75.987495,10164000
2018-07-16,79.279999,79.480003,77.459999,78.050003,74.639114,7679300
2018-07-23,78.129997,78.980003,76.010002,78.550003,75.117271,7411700
2018-07-30,78.279999,79.580002,77.089996,79.110001,75.652786,8866400
2018-08-06,79.040001,79.610001,77.860001,78.669998,75.232010,6106700
2018-08-13,78.559998,81.269997,78.120003,81.169998,77.622757,9571200
2018-08-20,81.349998,81.529999,78.629997,79.449997,76.671410,6625200
2018-08-27,79.599998,79.779999,78.290001,78.930000,76.169601,6757800
2018-09-03,79.190002,81.550003,79.059998,80.080002,77.279388,7663300
2018-09-10,80.389999,80.930000,79.220001,80.290001,77.482033,6713400
2018-09-17,80.330002,80.589996,76.970001,77.889999,75.165970,10469200
2018-09-24,77.769997,77.769997,74.309998,76.190002,73.525421,10642700
2018-10-01,76.040001,77.879997,75.349998,77.660004,74.944023,9728300
2018-10-08,77.760002,79.180000,74.790001,75.230003,72.599007,10701600
2018-10-15,75.320000,77.919998,74.639999,77.379997,74.673813,9300400
2018-10-22,77.309998,78.620003,75.620003,76.330002,73.660530,10346200
2018-10-29,76.330002,78.139999,73.930000,74.540001,71.933128,12685000
2018-11-05,74.809998,79.260002,74.809998,79.000000,76.237152,7944700
2018-11-12,78.930000,80.169998,76.300003,77.000000,74.307106,19769200
2018-11-19,76.970001,78.610001,76.690002,77.339996,75.313667,9949000
2018-11-26,77.230003,80.389999,77.129997,80.349998,78.244804,11171800
2018-12-03,79.860001,83.000000,79.570000,82.459999,80.299522,10834200
2018-12-10,82.669998,84.320000,81.300003,83.830002,81.633636,12917400
2018-12-17,83.940002,84.209999,79.150002,79.959999,77.865021,15415000
2018-12-24,79.940002,80.519997,73.849998,76.480003,74.476196,7778000
2018-12-31,76.480003,76.870003,74.790001,76.550003,74.544373,7476400
2019-01-07,76.099998,76.680000,74.849998,75.930000,73.940613,10259000
2019-01-14,75.550003,77.099998,73.300003,76.510002,74.505417,13391400
2019-01-21,76.639999,77.989998,75.849998,75.949997,73.960083,10510900
2019-01-28,76.110001,77.879997,75.250000,76.680000,74.670967,10799900
2019-02-04,76.349998,78.949997,76.029999,78.930000,76.862007,9476300
2019-02-11,78.870003,79.370003,77.209999,78.510002,76.453011,9906000
2019-02-18,78.410004,82.190002,78.180000,82.099998,80.705208,9179000
2019-02-25,82.000000,82.839996,80.980003,82.660004,81.255699,8950400
2019-03-04,83.099998,84.349998,82.440002,83.820000,82.395996,9118700
2019-03-11,83.760002,85.570000,83.660004,84.839996,83.398659,12079100
2019-03-18,84.940002,85.589996,83.339996,84.910004,83.467476,9582400
2019-03-25,85.120003,85.870003,83.800003,84.809998,83.369171,7495000
2019-04-01,84.669998,84.839996,83.550003,84.809998,83.369171,6463500
2019-04-08,84.449997,84.980003,83.610001,84.550003,83.113594,6477100
2019-04-15,84.660004,85.029999,83.320000,83.610001,82.189568,5779900
2019-04-22,83.610001,85.900002,83.480003,84.970001,83.526451,9031100
2019-04-29,84.730003,86.500000,84.110001,86.029999,84.568451,8169500
2019-05-06,86.349998,86.349998,83.610001,85.300003,83.850853,21533200
2019-05-13,85.040001,87.330002,84.730003,86.940002,85.462990,9879900
2019-05-20,87.169998,88.919998,86.500000,88.139999,87.394249,7987200
2019-05-27,88.480003,88.480003,85.040001,86.300003,85.569817,8280300
2019-06-03,86.309998,90.510002,85.550003,88.309998,87.562805,8433600
2019-06-10,87.959999,88.949997,86.120003,88.540001,87.790863,8616100
2019-06-17,88.440002,89.419998,87.120003,89.209999,88.455193,11146600
2019-06-24,89.260002,90.449997,86.879997,87.680000,86.938141,8421200
2019-07-01,87.580002,89.769997,86.529999,88.809998,88.058578,4540300
2019-07-08,89.129997,89.599998,88.089996,88.959999,88.207306,5929900
2019-07-15,88.349998,88.940002,87.050003,87.239998,86.501862,6871000
2019-07-22,87.480003,87.580002,85.690002,86.339996,85.609474,6969200
2019-07-29,86.529999,87.389999,84.419998,86.129997,85.401253,9612600
2019-08-05,86.279999,87.879997,84.449997,87.260002,86.521698,8138900
2019-08-12,87.309998,87.680000,85.680000,87.199997,86.462196,7019700
2019-08-19,87.209999,88.790001,86.510002,86.910004,86.910004,6878200
2019-08-26,87.269997,89.110001,86.820000,88.900002,88.900002,8505100
2019-09-02,88.900002,91.580002,88.669998,91.139999,91.139999,8087100
2019-09-09,90.690002,90.870003,88.580002,89.809998,89.809998,9443900
2019-09-16,89.889999,92.529999,89.480003,92.400002,92.400002,8198300
2019-09-23,93.269997,94.959999,92.489998,94.620003,94.620003,6980400
2019-09-30,94.709999,94.970001,92.410004,94.139999,94.139999,6900000
2019-10-07,93.849998,94.110001,92.540001,93.050003,93.050003,4323800
2019-10-10,93.290001,93.489998,92.540001,93.050003,93.050003,1122193
